source,model,date,tc,td,idle,realized,predicted,oracle,capture_daily,point_mse,point_mae,centered_mse,block_mse,listwise_ce,listwise_proxy,window_spearman,pred_centered_ms,true_centered_ms
holdout_rmse_v1,lgb_contextual,2025-11-15,55,84,False,7932.910260305265,7009.429594694769,8345.596517840402,0.9505504182172075,0.029176982558070347,0.14974681420630176,0.017015592599978525,0.5850413341918181,12.038888822507232,24.662818979206282,0.9450652733391056,0.0987043040692555,0.1660446046408732
holdout_rmse_v1,lgb_contextual,2025-11-16,58,88,False,7319.7663934015745,4224.267696853604,9645.889090707162,0.758848284960422,0.11612818577611457,0.2870998504426859,0.09898314138673943,5.56755176693509,12.864441403702118,31.296434574339326,0.8592541432331886,0.04403872695260876,0.21052163944989286
holdout_rmse_v1,lgb_contextual,2025-11-17,0,24,False,763.526840953074,4292.60038237731,7342.5831204987235,0.10398613518197582,0.08348139475418086,0.25339797348730037,0.07874188667332442,3.6592006929621137,15.114229081934235,33.88765885683058,0.8623285481780991,0.07652783614006937,0.1988517369855434
holdout_rmse_v1,lgb_contextual,2025-11-18,38,69,False,9044.605340732942,13436.061175215495,10104.393321423157,0.8951161195949022,0.11651763825253618,0.2601964722033368,0.06370544750351807,2.7971011140897577,23.39905897580251,49.59521906569478,0.8346534952787907,0.35571036507751996,0.2178954717750384
holdout_rmse_v1,lgb_contextual,2025-11-19,54,88,False,8716.931434214255,11759.406611492757,10200.934927737997,0.8545227957989914,0.1102764092831251,0.29142944807697213,0.0790396858664784,3.41555317819006,51.963893735101024,107.34334064839211,0.8693364868926717,0.23034180169968033,0.2203383486430904
holdout_rmse_v1,lgb_contextual,2025-11-20,55,69,False,8526.049723975988,8913.56304194283,8685.117815841211,0.9816849816849818,0.18305252992979884,0.3682140967344756,0.0507733938604022,2.34407707606041,18.3912648696162,39.12660681529281,0.8994157827258474,0.22325067209523752,0.2789510507100836
holdout_rmse_v1,lgb_contextual,2025-11-21,54,69,False,6371.688752266469,9402.462138412175,7103.440151188545,0.8969863357264101,0.22603765090517855,0.43232925412561723,0.04003011155666742,1.731595020635951,17.87173156259467,37.475058145825294,0.8887624592459185,0.10891838228899024,0.1012381608449714
holdout_rmse_v1,lgb_contextual,2025-11-22,56,88,False,2126.702211895992,2849.4158044701567,6264.524578776868,0.3394834173212271,0.05803317396665495,0.2078444667074334,0.052849832805930946,2.6354440258202607,13.920658554226012,30.476761134272284,0.6695459317952213,0.011904933789216364,0.07427552889290456
holdout_rmse_v1,lgb_contextual,2025-11-23,54,73,False,5747.464202083447,6039.8643527011845,6269.694291762487,0.9167056533577437,0.1373618747066927,0.3049784672945534,0.07221602249526314,0.8745473108033811,16.494123719734322,33.86279475027202,0.8170800021927468,0.06250509375357498,0.11649180946622817
holdout_rmse_v1,lgb_contextual,2025-11-24,55,72,False,7519.555916784296,11793.666407881468,10017.17946801529,0.7506659874462795,0.15105893183836477,0.33658715096616404,0.06237849775992604,2.470088935202349,45.16656153636262,92.8032120079276,0.8641074067214595,0.2139701321436017,0.17834560503094574
holdout_rmse_v1,lgb_contextual,2025-11-25,56,69,False,93.46522941816815,2410.103027332019,1565.2300239538,0.059713414634146394,0.07048568151907547,0.25132214171677036,0.007322862601971065,0.30159042710170125,13.626479265046985,27.55454895719567,0.7404411319110036,0.00876632895958337,0.0033161529269691258
holdout_rmse_v1,lgb_contextual,2025-11-26,57,82,False,6633.664355482982,3668.3168031529312,7918.575043866373,0.8377346073926941,0.13466596359475744,0.34856882985569665,0.07379992322622632,3.6681083255775686,9.707984280995444,23.084076887568457,0.8704390804159817,0.020139349868661803,0.145528500890455
holdout_rmse_v1,lgb_contextual,2025-11-27,57,71,False,2603.254308315015,3159.019393881836,3235.7981197025892,0.8045169111335929,0.05599098587810194,0.21305254647250907,0.03637910586442832,0.7883112593706475,13.258772475396855,27.305856210164357,0.6517654310258902,0.014798114884179737,0.03894456816459568
holdout_rmse_v1,lgb_contextual,2025-11-28,58,71,False,2460.707028470914,3326.8830637719825,6405.093051558167,0.38417974706429875,0.06549592207639295,0.22519413967726395,0.06322693737604908,2.8711699936188886,19.4336522834503,41.73847456051949,0.5345726602655337,0.01409431793937603,0.08028306890924171
holdout_rmse_v1,lgb_contextual,2025-11-29,0,26,False,2844.821475345219,4199.688112999591,5801.283300285127,0.49037796089106683,0.06421115359158981,0.2109100867502097,0.06371644960233908,2.880493928142023,26.08899340585193,55.05848073984588,0.6097631128752179,0.03187929269604738,0.09282685767387151
holdout_rmse_v1,lgb_contextual,2025-11-30,54,88,False,10816.630246835208,12943.5671311638,10816.630246835208,1.0,0.10646397861417321,0.2971888735140434,0.027685190852704895,1.0846129404921967,10.613117503426682,22.31084794734556,0.8522470998195992,0.3981999026287714,0.3036581215136464
